Site Name,Country/Region,Receiver,Antenna,Radome,Satellite System,Latitude,Longitude,Height (m),X (m),Y (m),Z (m),Calibration,Networks,Data Center,IERS DOMES,Clock,Agencies,Last Data,Code,Rate 1s,Rate 30s
CKSV00TWN,TW,TRIMBLE ALLOY,TPSCR.G3,TPSH,GPS+GLO+GAL+BDS+QZSS+SBAS,22.99885277777777,120.22000833333334,59.6,-2956619.1898,5075902.1717,2476625.5462,ROBOT,"IGS20, IGS, IGS Multi-GNSS",GA (ftp.ga.gov.au),23606M002,INTERNAL,National Land Surveying and Mapping Center,3.0,CKSV,NO,SI
CMP900USA,US,SEPT POLARX5,TWIVC6050,SCIS,GPS+GLO+GAL+SBAS,34.35318055555556,-118.41142499999997,1137.99,-2508506.1541,-4637174.7958,3579499.9356,ROBOT,"IGS, RTS",CDDIS,49905M003,INTERNAL,USGS,2.0,CMP9,NO,SI
CMUM00THA,TH,TRIMBLE NETR9,JAV_GRANT-G3T,NONE,GPS+GLO+GAL+BDS+QZSS,18.760874999999995,98.93237777777776,308.962,-938078.387,5968373.965,2038404.323,ROBOT,"IGS, IGS Multi-GNSS",JAXA,21908M001,INTERNAL,Japan Aerospace Exploration Agency,1.0,CMUM,NO,SI
COCO00AUS,AU,SEPT POLARX5,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-12.188338888888891,96.833975,-35.3,-741951.0775,6190961.7217,-1337767.3702,ROBOT,"IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, IGS20, RTS, IGS Multi-GNSS",GA,50127M001,INTERNAL,Geoscience Australia,1.0,COCO,SI,SI
CORD00ARG,AR,SEPT POLARX5,TPSCR.G3,NONE,GPS+GLO+GAL+BDS,-31.528435583333334,-64.47004825000002,747.0654,2345503.9452,-4910842.9601,-3316365.5474,ROBOT,"IGS, IGS Multi-GNSS, RTS",JPL,41511M001,INTERNAL,Jet Propulsion Laboratory,1.0,CORD,SI,SI
COSO00USA,US,SEPT POLARX5,TWIVC6050,SCIS,GPS+GLO+GAL+SBAS,35.98234444444445,-117.80888888888887,1455.16,-2411148.2861,-4571430.2322,3727461.4502,ROBOT,"IGS, RTS",CDDIS,40469M001,INTERNAL,USGS,3.0,COSO,NO,SI
COTE00ATA,AQ,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO,-77.8059,161.9978,1878.1,-1285757.4165,417822.4915,-6214230.8473,ROBOT,IGS,CDDIS,66096M001,INTERNAL,EarthScope Consortium,1.0,COTE,NO,SI
COYQ00CHL,CL,TRIMBLE NETR9,ASH700936D_M,SNOW,GPS,-45.514299999999984,-71.89210000000003,476.0,1391587.0,-4255574.0,-4527926.0,ROBOT,"IGS08, IGS, IGS20",SIO,41715S001,INTERNAL,National Seismological Center of the U. of Chile,,COYQ,NO,SI
CPNM00THA,TH,TRIMBLE NETR9,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,10.72465,99.37437777777777,9.143,-1020874.496,6183763.086,1179096.215,ROBOT,"IGS, IGS Multi-GNSS",JAXA,21907M001,INTERNAL,Japan Aerospace Exploration Agency,7.0,CPNM,NO,SI
CPVG00CPV,CV,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+SBAS,16.73206201138889,-22.934933037499995,94.089,5626883.4267,-2380932.5096,1824483.8747,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",IGN,39601M001,INTERNAL,Centre National d'Etudes Spatiales,2.0,CPVG,SI,SI
CRFP00USA,US,TRIMBLE NETR9,TRM57971.00,NONE,GPS+GLO+SBAS,34.03905277777779,-117.09968333333336,688.82,-2410446.7968,-4710490.3879,3550422.4952,ROBOT,"IGS, RTS",CDDIS,40481M001,INTERNAL,USGS,141.0,CRFP,NO,SI
CRO100VIR,VI,SEPT POLARX5TR,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS,17.756899469444445,-64.58431863333337,-31.4974,2607771.494,-5488076.997,1932768.0602,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",JPL,43201M001,EXTERNAL H-MASER,Jet Propulsion Laboratory,1.0,CRO1,SI,SI
CUIB00BRA,BR,SEPT POLARX5S,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS+SBAS,-15.555261111111111,-56.06986388888889,237.4,3430711.4,-5099641.5,-1699432.9,ROBOT,"IGS, RTS, IGS Multi-GNSS",https://geoftp.ibge.gov.br/informacoes_sobre_,41603M001,INTERNAL,Instituto Brasileiro de Geografia e Estatística,2.0,CUIB,SI,SI
CUSV00THA,TH,JAVAD TRE_3 DELTA,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS,13.73591388888889,100.53390833333331,76.06,-1132913.7678,6092530.5657,1504633.5192,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",JPL,21904S001,INTERNAL,Jet Propulsion Laboratory,50.0,CUSV,SI,SI
CUT000AUS,AU,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+SBAS,-32.00388888888888,115.89480000000005,24.0,-2364337.2699,4870285.5624,-3360809.8398,ROBOT,"IGS Multi-GNSS, IGS, RTS",CDDIS,59945M001,INTERNAL,Curtin University,177.0,CUT0,NO,SI
CUUT00THA,TH,TRIMBLE NETR9,TRM57971.00,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,13.735991199999996,100.53393481388886,74.296,-1132915.824,6092526.351,1504641.505,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,21904S002,INTERNAL,Chulalongkorn University,,CUUT,SI,SI
CYNE00GUF,GF,SEPT POLARX5,TRM115000.00,NONE,GPS+GLO+GAL+BDS+SBAS,4.822105555555556,-52.36541388888888,-23.0,3880933.0,-5033206.0,532565.0,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,42807M001,INTERNAL,Institut National de l'Information Geographique et,1.0,CYNE,NO,SI
CZTG00ATF,TF,TRIMBLE ALLOY,LEIAR20,LEIM,GPS+GLO+GAL+BDS+QZSS+SBAS,-46.431894444444445,51.85548055555555,202.8,2719994.82,3463392.63,-4598612.94,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",IGN,91301M002,INTERNAL,Centre National d'Etudes Spatiales,1.0,CZTG,NO,SI
DAE200KOR,KR,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS,36.399425,127.37448055555552,116.824,-3120042.274,4084614.722,3764026.818,ROBOT,"IGS, IGS Multi-GNSS",JAXA,23902M003,,Japan Aerospace Exploration Agency,1.0,DAE2,NO,SI
DAEJ00KOR,KR,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS,36.39940000000001,127.37449999999998,117.037,-3120041.821,4084615.221,3764027.013,ROBOT,"IGS20, IGS14 Core, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",KASI,23902M002,EXTERNAL CESIUM,Korea Astronomy and Space Science Institute,1.0,DAEJ,SI,SI
DAKR00SEN,SN,JAVAD TRE_3N DELTA,TWIVC6150,NONE,GPS+GLO+GAL,14.721222222222222,-17.43947222222222,51.0,5886533.48,-1849181.6,1610300.44,ROBOT,"IGS20, IGS, RTS",CDDIS,34108M001,INTERNAL,Direction des Travaux Geographiques et Cartographi,,DAKR,NO,SI
DARW00AUS,AU,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-12.843697222222223,131.13274444444443,125.1,-4091359.6055,4684606.4197,-1408579.1195,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",GA,50134M001,INTERNAL,Geoscience Australia,1.0,DARW,SI,SI
DAV100ATA,AQ,SEPT POLARX5,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+QZSS+IRNSS,-68.57730000000001,77.97260000000001,44.5,486854.4996,2285099.3657,-5914955.7712,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",GA,66010M001,INTERNAL,Geoscience Australia,1.0,DAV1,SI,SI
DEAR00ZAF,ZA,TRIMBLE ALLOY,ASH701941.B,SCIS,GPS+GLO,-30.66520555555556,23.99263888888889,1321.7,5017617.2841,2233214.7864,-3234696.1991,ROBOT,IGS,ftp://igs.ign.fr/,30316M001,INTERNAL,National Geospatial Information,2.0,DEAR,NO,SI
DGAR00GBR,GB,SEPT POLARX5,ASH701945E_M,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-7.269684333333332,72.37024019444446,-64.7455,1916269.343,6029977.689,-801719.821,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,30802M001,INTERNAL,Jet Propulsion Laboratory,1.0,DGAR,SI,SI
DHLG00USA,US,TPS NET-G3A,TPSCR.G3,SCIS,GPS+GLO,33.38980555555555,-115.78802777777776,-83.05,-2319099.26,-4799846.5,3490090.45,ROBOT,IGS,SIO,49904M001,INTERNAL,USGS,2.0,DHLG,NO,SI
DJIG00DJI,DJ,SEPT POLARX5,TRM59800.00,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,11.526287572222222,42.847064450000005,711.409,4583086.1415,4250982.5036,1266243.0645,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",IGN,39901M005,INTERNAL,Centre National d'Etudes Spatiales,1.0,DJIG,SI,SI
DLF100NLD,NL,TRIMBLE ALLOY,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,51.986019444444445,4.387458333333334,75.8,3924697.942,301124.893,5001905.154,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",DUT,13502M009,EXTERNAL CESIUM,Delft University of Technology,1.0,DLF1,SI,SI
DLTV00VNM,VN,TRIMBLE NETR9,TRM115000.10,NONE,GPS+GLO+GAL+BDS+QZSS,11.945,108.48199999999996,1587.62,-1978879.097,5920511.651,1311808.34,ROBOT,"IGS, IGS Multi-GNSS",JAXA,24306M001,INTERNAL,Japan Aerospace Exploration Agency,57.0,DLTV,NO,SI
DRAG00ISR,IL,JAVAD TRE_3 DELTA,ASH700936D_M,SNOW,GPS+GLO,31.5932,35.392069444444445,31.8,4432980.662,3149432.093,3322110.441,ROBOT,"IGS20, IGS08, IGS, IGS14",BKG,20710S001,INTERNAL,Survey of Israel,1.0,DRAG,NO,SI
DRAO00CAN,CA,SEPT POLARX5,TWIVC6050,SCIS,GPS+GLO+GAL,49.3226,-119.625,542.0,-2059164.682,-3621108.388,4814432.366,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",PGC,40105M002,EXTERNAL H-MASER,Geological Survey of Canada,1.0,DRAO,SI,SI
DRDN00IND,IN,TRIMBLE ALLOY,JAVGRANT_G5TLBI,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,30.340236111111107,78.04088611111109,670.5,1141411.6159,5390353.6196,3203326.6203,ROBOT,"IGS, IGS Multi-GNSS",CDDIS,22315M001,EXTERNAL RUBIDIUM,ISTRAC,1.0,DRDN,SI,SI
DUBI00ARE,AE,TRIMBLE NETR9,TRM59900.00,SCIS,GPS+GLO+GAL+BDS,25.002320569444446,55.466769444444445,67.9,3278838.936,4764817.93,2679336.143,ROBOT,"IGS Multi-GNSS, RTS, IGS",CDDIS,24703M001,INTERNAL,Dubai DVRS,1.0,DUBI,NO,SI
DUBO00CAN,CA,SEPT POLARX5,AOAD/M_T,NONE,GPS+GLO+GAL,50.2588,-95.86619999999996,251.0,-417603.6,-4064529.8,4881432.16,ROBOT,"IGS20, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",CDDIS,40137M001,EXTERNAL RUBIDIUM SYMMETRICOM,Natural Resources Canada,1.0,DUBO,SI,SI
DUMG00ATA,AQ,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,-66.66516944444444,140.00219999999996,-3.38,-1940884.0,1628468.0,-5833720.0,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,91501M003,INTERNAL,Centre National d'Etudes Spatiales,1.0,DUMG,NO,SI
DUND00NZL,NZ,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS,-45.88367499999999,170.59717500000002,386.9,-4388121.17,726671.05,-4556535.63,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,50212M003,INTERNAL,GNS Science,1.0,DUND,SI,SI
DYNG00GRC,GR,SEPT POLARX5,TRM59800.00,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,38.07855277777777,23.93243333333334,510.6,4595220.016,2039434.081,3912626.007,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",IGN,12602M006,INTERNAL,Centre National d'Etudes Spatiales,1.0,DYNG,SI,SI
EBRE00ESP,ES,LEICA GR50,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS,40.82088611111111,0.49235,107.3,4833520.0,41536.0,4147461.0,ROBOT,"IGS20, IGS, IGS14, IGS Multi-GNSS, RTS",BKG,13410M001,INTERNAL,Institut Cartografic i Geologic de Cataluny,1.0,EBRE,SI,SI
EIL300USA,US,NOV OEM6,TPSCR.G5,TPSH,GPS,64.6878888888889,-147.11301388888887,177.2,-2296304.083,-1484805.898,5743078.376,ROBOT,IGS,CDDIS,49805S002,EXTERNAL CESIUM /RCVR 1,National Geospatial-Intelligence Agency,2.0,EIL3,NO,SI
EIL400USA,US,NOV OEM6,TPSCR.G5,TPSH,GPS,64.6878888888889,-147.11301388888887,177.2,-2296304.083,-1484805.898,5743078.376,ROBOT,IGS,CDDIS,49805S002,EXTERNAL CESIUM /RCVR 2,National Geospatial-Intelligence Agency,2.0,EIL4,NO,SI
ENAO00PRT,PT,SEPT ASTERX4,TWIVC6150,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,39.09120277777778,-28.02601111111112,91.6,4375732.1533,-2329166.8136,4000238.2806,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,31902M005,INTERNAL,GeoForschungsZentrum,1.0,ENAO,SI,SI
EPRT00USA,US,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL,44.9087111111111,-66.99213055555558,30.4,1768544.556,-4164839.445,4480190.419,ROBOT,"IGS08, IGS",https://geodesy.noaa.gov/corsdata/,49928S001,INTERNAL,National Geodetic Survey,,EPRT,NO,SI
ESCU00CAN,CA,TRIMBLE NETR9,ASH701945E_M,NONE,GPS,47.07340388888889,-64.79871027777776,-16.02,1852954.53,-3937498.76,4647314.64,ROBOT,IGS,CDDIS,40168M001,INTERNAL,"NRCan, Geodetic Survey Division",1.0,ESCU,NO,SI
EUR200CAN,CA,SEPT POLARX5,TPSCR.G3,NONE,GPS+GLO+GAL,79.98894722222224,-85.93759166666666,28.9,78804.76,-1109590.47,6259356.93,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,40153M002,EXTERNAL RUBIDIUM,Natural Resources Canada,1.0,EUR2,SI,SI
FAA100PYF,PF,SEPT POLARX5,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,-17.55531388888889,-149.6143,12.35,-5247393.111,-3076867.223,-1911521.528,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",CDDIS,92201M012,INTERNAL,ESA/ESOC,1.0,FAA1,SI,SI
FAIR00USA,US,SEPT POLARX5,ASH701945G_M,JPLA,GPS+GLO+GAL+BDS+QZSS,64.97799833333332,-147.49923958333332,319.1771,-2281621.7717,-1453595.9493,5756961.9444,,"IGS20, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL (ODC-Operational Data Center),40408M001,INTERNAL,Jet Propulsion Laboratory,1.0,FAIR,SI,SI
FALK00FLK,FK,SEPT POLARX5,ASH701945E_M,SCIT,GPS+GLO+GAL+BDS,-51.69365222222222,-57.87406736111111,50.8407,2106811.344,-3355170.6666,-4981786.3348,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",JPL (ODC-Operational Data Center),80602M001,INTERNAL,Jet Propulsion Laboratory,1.0,FALK,SI,SI
FFMJ00DEU,DE,JAVAD TRE_3S DELTA,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+SBAS,50.09058055555557,8.664969444444445,178.3,4053455.7,617729.9,4869395.9,ROBOT,"IGS, RTS, IGS Multi-GNSS",BKG,14279M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,1.0,FFMJ,SI,SI
FLIN00CAN,CA,SEPT POLARX5,NOV750.R4,NOVS,GPS+GLO+GAL,54.72560000000001,-101.978,320.0,-766174.46,-3611375.32,5184056.22,ROBOT,"IGS20, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",CDDIS,40135M001,INTERNAL,Natural Resources Canada,1.0,FLIN,SI,SI
FLRS00PRT,PT,TRIMBLE ALLOY,TRM159900.00,NONE,GPS+GLO+GAL+BDS+SBAS,39.453833333333336,-31.126388888888886,79.9,4221530.01,-2549242.33,4031397.8,ROBOT,"IGS20, IGS, IGS14, IGS Multi-GNSS, RTS",BKG,31907M001,INTERNAL,Direção-Geral do Território,1.0,FLRS,SI,SI
FRDN00CAN,CA,SEPT POLARX5,TPSCR.G3,NONE,GPS+GLO+GAL,45.933,-66.65900000000002,95.9,1760543.42,-4080069.4,4560178.6,ROBOT,"IGS, RTS, IGS Multi-GNSS",CDDIS,40146M001,INTERNAL,Natural Resources Canada,1.0,FRDN,SI,SI
FTNA00WLF,PF,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,-14.307803108333331,-178.12094565833328,84.859,-6178322.4459,-202694.9925,-1566024.4684,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,92902S002,INTERNAL,Centre National d'Etudes Spatiales,140.0,FTNA,SI,SI
FUNC00PRT,PT,TRIMBLE ALLOY,TRM159900.00,NONE,GPS+GLO+GAL+BDS+SBAS,32.64794722222222,-16.907616666666666,78.5,5143339.43,-1563412.87,3421191.44,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",BKG,13911S001,INTERNAL,Direção-Geral do Território,1.0,FUNC,SI,SI
GAMB00PYF,PF,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+SBAS,-23.130354714444444,-134.96482359388887,80.66,-4147126.8085,-4152222.1446,-2490033.108,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",IGN,92301M003,INTERNAL,Centre National d'Etudes Spatiales,1.0,GAMB,SI,SI
GAMG00KOR,KR,SEPT POLARX5TR,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,35.59008055555556,127.919735511111,928.0,-3191607.7,4096899.9,3691839.3,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,23910M001,INTERNAL,Centre National d'Etudes Spatiales,1.0,GAMG,SI,SI
GANP00SVK,SK,TRIMBLE ALLOY,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,49.03471388888888,20.322936111111115,746.0,3929181.5,1455236.8,4793653.9,ROBOT,"IGS, IGS14, IGS Multi-GNSS, RTS",BKG,11515M001,INTERNAL,Geodetic and Cartographic Institute Bratislava,1.0,GANP,SI,SI
GCGO00USA,US,JAVAD TRE_3 DELTA,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,64.97803647222223,-147.49944680555555,319.1771,-2281623.7799,-1453585.627,5756963.7427,ROBOT,"IGS, RTS, IGS Multi-GNSS",JPL,40408M006,INTERNAL,Jet Propulsion Laboratory,1.0,GCGO,SI,SI
GENO00ITA,IT,LEICA GR30,LEIAR20,NONE,GPS+GLO+GAL+BDS+SBAS,44.4194,8.921116666666668,153.5,4507890.272,707618.974,4441603.008,ROBOT,"IGS, IGS Multi-GNSS",ASI,12712M002,INTERNAL,Agenzia Spaziale Italiana,1.0,GENO,NO,SI
GLPS00ECU,EC,SEPT POLARX5,ASH701945B_M,SCIT,GPS+GLO+GAL+BDS,-0.7429986388888888,-90.3036685833333,1.7882,-33801.259,-6377516.5276,-82154.3037,FIELD,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,42005M002,INTERNAL,Jet Propulsion Laboratory,1.0,GLPS,SI,SI
GLSV00UKR,UA,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS,50.36417777777777,30.49673888888889,226.8,3512889.29,2068980.654,4888903.261,ROBOT,"IGS20, IGS08, IGS, IGS14, IGS Multi-GNSS",BKG,12356M001,INTERNAL,Main Astronomical Observatory of Ukraine,1.0,GLSV,NO,SI
GMSD00JPN,JP,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS,30.55644444444445,131.01556388888892,142.6,-3607665.4303,4147868.2248,3223717.2617,ROBOT,"IGS08, IGS, IGS Multi-GNSS",CDDIS,21749S002,EXTERNAL CESIUM,Japan Aerospace Exploration Agency,1.0,GMSD,NO,SI
GODE00USA,US,SEPT POLARX5TR,AOAD/M_T,JPLA,GPS+GLO+GAL+BDS,39.02172758333332,-76.82683049999997,14.5046,1130773.718,-4831253.581,3994200.422,,"IGS20, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,40451M123,EXTERNAL H-MASER,Jet Propulsion Laboratory,1.0,GODE,SI,SI
GODN00USA,US,JAVAD TRE_3 DELTA,TPSCR.G3,SCIS,GPS+GLO+GAL+BDS,39.021166666666666,-76.82708333333335,18.0,1130760.8757,-4831298.688,3994155.1861,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",JPL,40451M127,EXTERNAL H-MASER,Jet Propulsion Laboratory,1.0,GODN,SI,SI
GODS00USA,US,JAVAD TRE_3 DELTA,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS,39.03477777777777,-77.38697222222221,19.1,1130752.3046,-4831349.1223,3994098.9504,ROBOT,"IGS, IGS Multi-GNSS, RTS",JPL,40451M128,EXTERNAL H-MASER,Jet Propulsion Laboratory,1.0,GODS,SI,SI
GOL200USA,US,ASHTECH UZ-12,AOAD/M_T,NONE,GPS,35.42515555555556,-116.88925000000005,986.6779,-2353614.316,-4641385.324,3676976.407,ROBOT,"IGS14 Core, IGS, IGS14",JPL,40405S031,EXTERNAL H-MASER,Jet Propulsion Laboratory,1.0,GOL2,SI,SI
GOLD00USA,US,JAVAD TRE_G3TH DELTA,AOAD/M_T,NONE,GPS+GLO+GAL+QZSS,35.42515555555556,-116.88925000000005,986.6779,-2353614.316,-4641385.3523,3676976.434,ROBOT,"IGS20, IGS08 Core, IGS08, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,40405S031,EXTERNAL H-MASER,Jet Propulsion Laboratory,1.0,GOLD,SI,SI
GOP600CZE,CZ,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,49.91366666666666,14.785602777777784,592.6,3979319.62,1050311.94,4857064.38,ROBOT,"IGS Multi-GNSS, IGS, RTS",BKG,11502M006,EXTERNAL CESIUM,"Research Institute of Geodesy, Topography and Cart",1.0,GOP6,NO,SI
GOP700CZE,CZ,TRIMBLE NETR9,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS+QZSS,49.91366666666666,14.785602777777784,592.6,3979319.64,1050311.92,4857064.37,ROBOT,"IGS Multi-GNSS, IGS",BKG,11502M006,EXTERNAL CESIUM,"Research Institute of Geodesy, Topography and Cart",1.0,GOP7,SI,SI
GOPE00CZE,CZ,TRIMBLE ALLOY,TPSCR.G3,TPSH,GPS+GLO+GAL+BDS+IRNSS+SBAS,49.913705555555566,14.785622222222218,592.6,3979316.134,1050312.478,4857067.108,ROBOT,"IGS, RTS, IGS Multi-GNSS",BEV,11502M002,EXTERNAL CESIUM,"Research Institute of Geodesy, Topography and Cart",1.0,GOPE,SI,SI
GRAC00FRA,FR,LEICA GR50,TRM57971.00,NONE,GPS+GLO+GAL+BDS+SBAS,43.75448611111112,6.920761111111111,1319.8,4581708.63,556132.23,4389340.93,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,10002M010,INTERNAL,Institut National de l'Information Geographique et,1.0,GRAC,SI,SI
GRAS00FRA,FR,TRIMBLE NETR9,ASH701945E_M,NONE,GPS+GLO+GAL+BDS+SBAS,43.754738888888895,6.920575000000001,1319.3,4581690.811,556114.972,4389360.88,ROBOT,"IGS20, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",IGN,10002M006,INTERNAL,Centre National d'Etudes Spatiales,1.0,GRAS,SI,SI
GRAZ00AUT,AT,SEPT POLARX5,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS,47.06712777777778,15.493475,538.3,4194424.124,1162702.46,4647245.193,ROBOT,"IGS20, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",BKG,11001M002,INTERNAL,Federal Office Of Metrology an Surveying,1.0,GRAZ,SI,SI
GUAM00GUM,GU,SEPT POLARX5,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,13.589330555555556,144.86835833333336,201.914,-5071312.6574,3568363.6347,1488904.402,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,50501M002,INTERNAL,Jet Propulsion Laboratory,1.0,GUAM,SI,SI
GUAT00GTM,GT,LEICA GRX1200GGPRO,LEIAR25.R3,LEIT,GPS+GLO,14.59040277777778,-90.52018333333334,1519.9,-56063.582,-6174978.67,1596665.267,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14",ftp://geodesy.noaa.gov/cors,40901S001,INTERNAL,"Instituto Geografico Nacional, Guatemala",70.0,GUAT,NO,SI
GUUG00USA,US,TRIMBLE ALLOY,LEIAR20,LEIM,GPS+GLO+GAL,13.433208333333328,144.8027138888889,134.7,-5070465.249,3576460.234,1472093.785,ROBOT,"IGS08, IGS14 Core, IGS14, IGS",https://geodesy.noaa.gov/corsdata/,82301M001,INTERNAL,National Geodetic Survey,1.0,GUUG,NO,SI
GVDG00GRC,GR,SEPT POLARX5,TRM159900.00,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,34.83836111111111,24.10903055555556,124.2,4783638.002,2140729.676,3623234.366,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,12618M003,INTERNAL,Centre National d'Etudes Spatiales,1.0,GVDG,SI,SI
HAL100USA,US,SEPT POLARX5,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,20.70750555555555,-156.25619444444445,3049.0,-5466017.9454,-2404394.6546,2242210.2481,ROBOT,"IGS, IGS Multi-GNSS, RTS",JPL,40445M006,INTERNAL,Jet Propulsion Laboratory,1.0,HAL1,SI,SI
HAMD00IRN,IR,TRIMBLE NETR9,TRM57971.00,SCIT,GPS+GLO,34.8690826611111,48.53430644444443,1750.9381,3469898.0183,3926741.412,3626961.1469,ROBOT,IGS,SIO,20411M001,INTERNAL,National Cartographic Center of Iran,326.0,HAMD,NO,SI
